raceId,driverId,stint,compound,startLap,endLap,lapsOnTire
1145,1,1,INTERMEDIATE,1,2,2
1145,1,2,INTERMEDIATE,3,3,1
1145,1,3,INTERMEDIATE,4,4,1
1145,1,4,INTERMEDIATE,5,33,29
1145,1,5,HARD,34,47,14
1145,1,6,INTERMEDIATE,48,57,10
1145,4,1,INTERMEDIATE,1,2,2
1145,4,2,INTERMEDIATE,3,3,1
1145,4,3,INTERMEDIATE,4,4,1
1145,4,4,INTERMEDIATE,5,33,29
1145,807,1,INTERMEDIATE,1,2,2
1145,807,2,INTERMEDIATE,3,3,1
1145,807,3,INTERMEDIATE,4,4,1
1145,807,4,INTERMEDIATE,5,33,29
1145,807,5,MEDIUM,34,44,11
1145,807,6,INTERMEDIATE,45,57,13
1145,830,1,INTERMEDIATE,1,2,2
1145,830,2,INTERMEDIATE,3,3,1
1145,830,3,INTERMEDIATE,4,4,1
1145,830,4,INTERMEDIATE,5,34,30
1145,830,5,MEDIUM,35,46,12
1145,830,6,INTERMEDIATE,47,57,11
1145,832,1,INTERMEDIATE,1,1,1
1145,839,1,INTERMEDIATE,1,2,2
1145,839,2,INTERMEDIATE,3,3,1
1145,839,3,INTERMEDIATE,4,4,1
1145,839,4,INTERMEDIATE,5,39,35
1145,839,5,MEDIUM,40,46,7
1145,839,6,INTERMEDIATE,47,57,11
1145,840,1,INTERMEDIATE,1,2,2
1145,840,2,INTERMEDIATE,3,3,1
1145,840,3,INTERMEDIATE,4,4,1
1145,840,4,INTERMEDIATE,5,33,29
1145,840,5,HARD,34,44,11
1145,840,6,INTERMEDIATE,45,57,13
1145,842,1,INTERMEDIATE,1,2,2
1145,842,2,INTERMEDIATE,3,3,1
1145,842,3,INTERMEDIATE,4,4,1
1145,842,4,INTERMEDIATE,5,33,29
1145,842,5,HARD,34,46,13
1145,842,6,INTERMEDIATE,47,57,11
1145,844,1,INTERMEDIATE,1,2,2
1145,844,2,INTERMEDIATE,3,3,1
1145,844,3,INTERMEDIATE,4,4,1
1145,844,4,INTERMEDIATE,5,34,30
1145,844,5,HARD,35,47,13
1145,844,6,INTERMEDIATE,48,57,10
1145,846,1,INTERMEDIATE,1,2,2
1145,846,2,INTERMEDIATE,3,3,1
1145,846,3,INTERMEDIATE,4,4,1
1145,846,4,INTERMEDIATE,5,34,30
1145,846,5,HARD,35,44,10
1145,846,6,INTERMEDIATE,45,57,13
1145,847,1,INTERMEDIATE,1,2,2
1145,847,2,INTERMEDIATE,3,3,1
1145,847,3,INTERMEDIATE,4,4,1
1145,847,4,INTERMEDIATE,5,34,30
1145,847,5,HARD,35,44,10
1145,847,6,INTERMEDIATE,45,57,13
1145,848,1,INTERMEDIATE,1,2,2
1145,848,2,INTERMEDIATE,3,3,1
1145,848,3,INTERMEDIATE,4,4,1
1145,848,4,INTERMEDIATE,5,33,29
1145,848,5,MEDIUM,34,44,11
1145,848,6,INTERMEDIATE,45,57,13
1145,852,1,INTERMEDIATE,1,2,2
1145,852,2,INTERMEDIATE,3,3,1
1145,852,3,INTERMEDIATE,4,4,1
1145,852,4,INTERMEDIATE,5,33,29
1145,852,5,MEDIUM,34,47,14
1145,852,6,INTERMEDIATE,48,57,10
1145,857,1,INTERMEDIATE,1,2,2
1145,857,2,INTERMEDIATE,3,3,1
1145,857,3,INTERMEDIATE,4,4,1
1145,857,4,INTERMEDIATE,5,34,30
1145,857,5,HARD,35,44,10
1145,857,6,INTERMEDIATE,45,57,13
1145,859,1,INTERMEDIATE,1,2,2
1145,859,2,INTERMEDIATE,3,3,1
1145,859,3,INTERMEDIATE,4,4,1
1145,859,4,INTERMEDIATE,5,33,29
1145,859,5,MEDIUM,34,47,14
1145,860,1,INTERMEDIATE,1,2,2
1145,860,2,INTERMEDIATE,3,3,1
1145,860,3,INTERMEDIATE,4,4,1
1145,860,4,INTERMEDIATE,5,39,35
1145,860,5,MEDIUM,40,44,5
1145,860,6,INTERMEDIATE,45,57,13
1145,862,1,INTERMEDIATE,1,1,1
1145,863,1,INTERMEDIATE,1,2,2
1145,863,2,INTERMEDIATE,3,3,1
1145,863,3,INTERMEDIATE,4,4,1
1145,863,4,INTERMEDIATE,5,33,29
1145,863,5,HARD,34,44,11
1145,863,6,INTERMEDIATE,45,57,13
1145,866,1,INTERMEDIATE,1,2,2
1145,866,2,INTERMEDIATE,3,3,1
1145,866,3,INTERMEDIATE,4,4,1
1145,866,4,INTERMEDIATE,5,33,29
1145,866,5,MEDIUM,34,44,11
1145,866,6,INTERMEDIATE,45,46,2
1145,872,1,INTERMEDIATE,1,1,1
1146,1,1,MEDIUM,1,13,13
1146,1,2,HARD,14,37,24
1146,1,3,HARD,38,56,19
1146,4,1,MEDIUM,1,4,4
1146,807,1,MEDIUM,1,20,20
1146,807,2,HARD,21,55,35
1146,830,1,MEDIUM,1,13,13
1146,830,2,HARD,14,56,43
1146,832,1,MEDIUM,1,17,17
1146,832,2,HARD,18,56,39
1146,839,1,MEDIUM,1,11,11
1146,839,2,HARD,12,56,45
1146,840,1,HARD,1,36,36
1146,840,2,MEDIUM,37,56,20
1146,842,1,MEDIUM,1,10,10
1146,842,2,HARD,11,56,46
1146,844,1,MEDIUM,1,15,15
1146,844,2,HARD,16,56,41
1146,846,1,MEDIUM,1,15,15
1146,846,2,HARD,16,56,41
1146,847,1,MEDIUM,1,14,14
1146,847,2,HARD,15,56,42
1146,848,1,MEDIUM,1,20,20
1146,848,2,HARD,21,56,36
1146,852,1,MEDIUM,1,11,11
1146,852,2,HARD,12,35,24
1146,852,3,HARD,36,46,11
1146,852,4,MEDIUM,47,55,9
1146,857,1,MEDIUM,1,14,14
1146,857,2,HARD,15,56,42
1146,859,1,HARD,1,18,18
1146,859,2,MEDIUM,19,30,12
1146,859,3,HARD,31,56,26
1146,860,1,HARD,1,26,26
1146,860,2,MEDIUM,27,56,30
1146,862,1,MEDIUM,1,11,11
1146,862,2,HARD,12,56,45
1146,863,1,MEDIUM,1,12,12
1146,863,2,HARD,13,56,44
1146,866,1,MEDIUM,1,1,1
1146,866,2,HARD,2,26,25
1146,866,3,HARD,27,55,29
1146,872,1,MEDIUM,1,12,12
1146,872,2,HARD,13,33,21
1146,872,3,HARD,34,56,23
1147,1,1,HARD,1,30,30
1147,1,2,MEDIUM,31,53,23
1147,4,1,MEDIUM,1,24,24
1147,4,2,HARD,25,53,29
1147,807,1,MEDIUM,1,22,22
1147,807,2,HARD,23,53,31
1147,830,1,MEDIUM,1,21,21
1147,830,2,HARD,22,53,32
1147,832,1,MEDIUM,1,33,33
1147,832,2,SOFT,34,53,20
1147,839,1,HARD,1,32,32
1147,839,2,MEDIUM,33,53,21
1147,840,1,SOFT,1,9,9
1147,840,2,HARD,10,30,21
1147,840,3,MEDIUM,31,52,22
1147,842,1,MEDIUM,1,24,24
1147,842,2,HARD,25,53,29
1147,844,1,MEDIUM,1,21,21
1147,844,2,HARD,22,53,32
1147,846,1,MEDIUM,1,21,21
1147,846,2,HARD,22,53,32
1147,847,1,MEDIUM,1,19,19
1147,847,2,HARD,20,53,34
1147,848,1,MEDIUM,1,24,24
1147,848,2,HARD,25,53,29
1147,852,1,MEDIUM,1,23,23
1147,852,2,HARD,24,53,30
1147,857,1,MEDIUM,1,20,20
1147,857,2,HARD,21,53,33
1147,859,1,MEDIUM,1,33,33
1147,859,2,SOFT,34,53,20
1147,860,1,MEDIUM,1,23,23
1147,860,2,HARD,24,53,30
1147,862,1,SOFT,1,15,15
1147,862,2,HARD,16,53,38
1147,863,1,MEDIUM,1,31,31
1147,863,2,HARD,32,53,22
1147,866,1,HARD,1,31,31
1147,866,2,MEDIUM,32,53,22
1147,872,1,MEDIUM,1,25,25
1147,872,2,HARD,26,53,28
1148,1,1,MEDIUM,1,17,17
1148,1,2,MEDIUM,18,32,15
1148,1,3,HARD,33,57,25
1148,4,1,MEDIUM,1,16,16
1148,4,2,MEDIUM,17,32,16
1148,4,3,HARD,33,57,25
1148,807,1,SOFT,1,5,5
1148,807,2,MEDIUM,6,27,22
1148,807,3,MEDIUM,28,57,30
1148,830,1,SOFT,1,10,10
1148,830,2,HARD,11,26,16
1148,830,3,MEDIUM,27,57,31
1148,832,1,SOFT,1,14,14
1148,832,2,MEDIUM,15,32,18
1148,832,3,HARD,33,44,12
1148,832,4,SOFT,45,45,1
1148,839,1,SOFT,1,8,8
1148,839,2,MEDIUM,9,27,19
1148,839,3,HARD,28,57,30
1148,840,1,SOFT,1,12,12
1148,840,2,MEDIUM,13,32,20
1148,840,3,HARD,33,57,25
1148,842,1,SOFT,1,10,10
1148,842,2,MEDIUM,11,28,18
1148,842,3,HARD,29,57,29
1148,844,1,MEDIUM,1,17,17
1148,844,2,MEDIUM,18,32,15
1148,844,3,HARD,33,57,25
1148,846,1,SOFT,1,10,10
1148,846,2,MEDIUM,11,32,22
1148,846,3,MEDIUM,33,57,25
1148,847,1,SOFT,1,13,13
1148,847,2,MEDIUM,14,32,19
1148,847,3,SOFT,33,57,25
1148,848,1,SOFT,1,16,16
1148,848,2,HARD,17,32,16
1148,848,3,MEDIUM,33,57,25
1148,852,1,SOFT,1,11,11
1148,852,2,MEDIUM,12,32,21
1148,852,3,SOFT,33,57,25
1148,857,1,SOFT,1,14,14
1148,857,2,MEDIUM,15,32,18
1148,857,3,MEDIUM,33,57,25
1148,859,1,MEDIUM,1,14,14
1148,859,2,HARD,15,32,18
1148,859,3,SOFT,33,57,25
1148,860,1,SOFT,1,14,14
1148,860,2,HARD,15,32,18
1148,860,3,SOFT,33,57,25
1148,862,1,SOFT,1,9,9
1148,862,2,MEDIUM,10,28,19
1148,862,3,HARD,29,57,29
1148,863,1,SOFT,1,12,12
1148,863,2,MEDIUM,13,27,15
1148,863,3,SOFT,28,32,5
1148,863,4,SOFT,33,57,25
1148,866,1,MEDIUM,1,13,13
1148,866,2,HARD,14,32,19
1148,866,3,MEDIUM,33,57,25
1148,872,1,SOFT,1,6,6
1148,872,2,MEDIUM,7,28,22
1148,872,3,HARD,29,57,29
1149,1,1,MEDIUM,1,23,23
1149,1,2,HARD,24,50,27
1149,4,1,MEDIUM,1,19,19
1149,4,2,HARD,20,50,31
1149,807,1,HARD,1,33,33
1149,807,2,MEDIUM,34,49,16
1149,830,1,MEDIUM,1,21,21
1149,830,2,HARD,22,50,29
1149,832,1,MEDIUM,1,21,21
1149,832,2,HARD,22,50,29
1149,839,1,MEDIUM,1,1,1
1149,839,2,HARD,2,50,49
1149,840,1,HARD,1,39,39
1149,840,2,MEDIUM,40,49,10
1149,842,1,MEDIUM,1,1,1
1149,844,1,MEDIUM,1,29,29
1149,844,2,HARD,30,50,21
1149,846,1,HARD,1,34,34
1149,846,2,MEDIUM,35,50,16
1149,847,1,MEDIUM,1,20,20
1149,847,2,HARD,21,50,30
1149,848,1,MEDIUM,1,22,22
1149,848,2,HARD,23,50,28
1149,852,1,MEDIUM,1,1,1
1149,857,1,MEDIUM,1,19,19
1149,857,2,HARD,20,50,31
1149,859,1,MEDIUM,1,20,20
1149,859,2,HARD,21,50,30
1149,860,1,MEDIUM,1,18,18
1149,860,2,HARD,19,50,32
1149,862,1,MEDIUM,1,1,1
1149,862,2,HARD,2,32,31
1149,862,3,HARD,33,49,17
1149,863,1,MEDIUM,1,19,19
1149,863,2,HARD,20,50,31
1149,866,1,MEDIUM,1,1,1
1149,866,2,HARD,2,49,48
1149,872,1,HARD,1,34,34
1149,872,2,MEDIUM,35,50,16
1150,1,1,HARD,24,32,9
1150,1,2,MEDIUM,33,57,25
1150,4,1,HARD,24,32,9
1150,4,2,MEDIUM,33,56,24
1150,807,1,HARD,24,36,13
1150,807,2,MEDIUM,37,56,20
1150,830,1,MEDIUM,25,32,8
1150,830,2,HARD,33,57,25
1150,832,1,MEDIUM,25,32,8
1150,832,2,HARD,33,57,25
1150,839,1,MEDIUM,1,23,23
1150,839,2,HARD,24,57,34
1150,840,1,MEDIUM,1,20,20
1150,840,2,HARD,21,56,36
1150,842,1,HARD,24,32,9
1150,842,2,MEDIUM,33,57,25
1150,844,1,MEDIUM,25,32,8
1150,844,2,HARD,33,57,25
1150,846,1,MEDIUM,25,32,8
1150,846,2,HARD,33,57,25
1150,847,1,HARD,25,32,8
1150,847,2,MEDIUM,33,57,25
1150,848,1,MEDIUM,25,32,8
1150,848,2,HARD,33,57,25
1150,852,1,MEDIUM,25,32,8
1150,852,2,HARD,33,57,25
1150,857,1,MEDIUM,25,32,8
1150,857,2,HARD,33,57,25
1150,859,1,HARD,24,31,8
1150,859,2,MEDIUM,32,36,5
1150,860,1,HARD,24,28,5
1150,862,1,MEDIUM,1,1,1
1150,863,1,MEDIUM,25,32,8
1150,863,2,HARD,33,57,25
1150,866,1,MEDIUM,1,19,19
1150,866,2,HARD,20,31,12
1150,872,1,MEDIUM,1,22,22
1150,872,2,HARD,23,57,35
1151,1,1,HARD,1,29,29
1151,1,2,MEDIUM,30,46,17
1151,1,3,HARD,47,63,17
1151,4,1,MEDIUM,1,12,12
1151,4,2,HARD,13,46,34
1151,4,3,MEDIUM,47,63,17
1151,807,1,HARD,1,29,29
1151,807,2,MEDIUM,30,63,34
1151,830,1,MEDIUM,1,29,29
1151,830,2,HARD,30,46,17
1151,830,3,HARD,47,63,17
1151,832,1,MEDIUM,1,11,11
1151,832,2,HARD,12,29,18
1151,832,3,HARD,30,63,34
1151,839,1,MEDIUM,1,1,1
1151,839,2,HARD,2,28,27
1151,840,1,MEDIUM,1,14,14
1151,840,2,HARD,15,46,32
1151,840,3,MEDIUM,47,63,17
1151,842,1,MEDIUM,1,9,9
1151,842,2,HARD,10,29,20
1151,842,3,HARD,30,63,34
1151,844,1,MEDIUM,1,10,10
1151,844,2,HARD,11,29,19
1151,844,3,HARD,30,63,34
1151,846,1,MEDIUM,1,28,28
1151,846,2,HARD,29,46,18
1151,846,3,HARD,47,63,17
1151,847,1,MEDIUM,1,11,11
1151,847,2,HARD,12,29,18
1151,847,3,HARD,30,63,34
1151,848,1,MEDIUM,1,29,29
1151,848,2,HARD,30,47,18
1151,848,3,HARD,48,63,16
1151,852,1,HARD,1,29,29
1151,852,2,MEDIUM,30,63,34
1151,857,1,MEDIUM,1,13,13
1151,857,2,HARD,14,30,17
1151,857,3,HARD,31,63,33
1151,859,1,MEDIUM,1,10,10
1151,859,2,HARD,11,29,19
1151,859,3,HARD,30,63,34
1151,860,1,HARD,1,29,29
1151,860,2,MEDIUM,30,31,2
1151,860,3,HARD,32,63,32
1151,861,1,MEDIUM,1,22,22
1151,861,2,HARD,23,46,24
1151,861,3,HARD,47,63,17
1151,863,1,HARD,1,29,29
1151,863,2,MEDIUM,30,45,16
1151,866,1,MEDIUM,1,12,12
1151,866,2,HARD,13,29,17
1151,866,3,HARD,30,46,17
1151,866,4,MEDIUM,47,63,17
1151,872,1,MEDIUM,1,29,29
1151,872,2,HARD,30,46,17
1151,872,3,HARD,47,63,17
1152,1,1,HARD,1,18,18
1152,1,2,HARD,19,56,38
1152,1,3,MEDIUM,57,78,22
1152,4,1,HARD,1,16,16
1152,4,2,HARD,17,37,21
1152,807,1,MEDIUM,1,12,12
1152,807,2,HARD,13,44,32
1152,807,3,SOFT,45,76,32
1152,830,1,HARD,1,28,28
1152,830,2,MEDIUM,29,77,49
1152,830,3,SOFT,78,78,1
1152,832,1,HARD,1,48,48
1152,832,2,MEDIUM,49,53,5
1152,832,3,MEDIUM,54,76,23
1152,839,1,MEDIUM,1,16,16
1152,839,2,MEDIUM,17,28,12
1152,839,3,HARD,29,77,49
1152,840,1,HARD,1,17,17
1152,840,2,HARD,18,64,47
1152,840,3,MEDIUM,65,76,12
1152,842,1,MEDIUM,1,1,1
1152,842,2,MEDIUM,2,8,7
1152,844,1,MEDIUM,1,22,22
1152,844,2,HARD,23,49,27
1152,844,3,MEDIUM,50,78,29
1152,846,1,MEDIUM,1,19,19
1152,846,2,HARD,20,50,31
1152,846,3,HARD,51,78,28
1152,847,1,HARD,1,53,53
1152,847,2,MEDIUM,54,68,15
1152,847,3,HARD,69,76,8
1152,848,1,MEDIUM,1,32,32
1152,848,2,MEDIUM,33,40,8
1152,848,3,HARD,41,76,36
1152,852,1,SOFT,1,1,1
1152,852,2,HARD,2,73,72
1152,852,3,MEDIUM,74,76,3
1152,857,1,MEDIUM,1,20,20
1152,857,2,HARD,21,48,28
1152,857,3,HARD,49,78,30
1152,859,1,MEDIUM,1,31,31
1152,859,2,SOFT,32,40,9
1152,859,3,HARD,41,77,37
1152,860,1,MEDIUM,1,1,1
1152,860,2,HARD,2,17,16
1152,860,3,MEDIUM,18,76,59
1152,861,1,HARD,1,13,13
1152,861,2,MEDIUM,14,26,13
1152,861,3,MEDIUM,27,76,50
1152,863,1,HARD,1,69,69
1152,863,2,MEDIUM,70,71,2
1152,863,3,HARD,72,75,4
1152,866,1,MEDIUM,1,1,1
1152,866,2,HARD,2,26,25
1152,866,3,SOFT,27,35,9
1152,866,4,MEDIUM,36,76,41
1152,872,1,MEDIUM,1,14,14
1152,872,2,SOFT,15,19,5
1152,872,3,HARD,20,77,58
1153,1,1,SOFT,1,16,16
1153,1,2,MEDIUM,17,46,30
1153,1,3,SOFT,47,55,9
1153,1,4,SOFT,56,66,11
1153,4,1,SOFT,1,15,15
1153,4,2,MEDIUM,16,42,27
1153,4,3,SOFT,43,54,12
1153,4,4,SOFT,55,66,12
1153,807,1,SOFT,1,9,9
1153,807,2,MEDIUM,10,45,36
1153,807,3,SOFT,46,56,11
1153,807,4,SOFT,57,66,10
1153,830,1,SOFT,1,13,13
1153,830,2,SOFT,14,29,16
1153,830,3,MEDIUM,30,47,18
1153,830,4,SOFT,48,55,8
1153,830,5,HARD,56,66,11
1153,832,1,SOFT,1,9,9
1153,832,2,SOFT,10,34,25
1153,832,3,MEDIUM,35,55,21
1153,832,4,SOFT,56,66,11
1153,839,1,SOFT,1,20,20
1153,839,2,MEDIUM,21,43,23
1153,839,3,MEDIUM,44,66,23
1153,842,1,SOFT,1,10,10
1153,842,2,SOFT,11,31,21
1153,842,3,MEDIUM,32,55,24
1153,842,4,SOFT,56,66,11
1153,844,1,SOFT,1,17,17
1153,844,2,MEDIUM,18,40,23
1153,844,3,MEDIUM,41,55,15
1153,844,4,SOFT,56,66,11
1153,846,1,SOFT,1,21,21
1153,846,2,MEDIUM,22,48,27
1153,846,3,SOFT,49,55,7
1153,846,4,SOFT,56,66,11
1153,847,1,SOFT,1,20,20
1153,847,2,MEDIUM,21,41,21
1153,847,3,SOFT,42,55,14
1153,847,4,SOFT,56,66,11
1153,848,1,SOFT,1,6,6
1153,848,2,SOFT,7,26,20
1153,848,3,SOFT,27,27,1
1153,852,1,MEDIUM,1,8,8
1153,852,2,SOFT,9,24,16
1153,852,3,SOFT,25,44,20
1153,852,4,SOFT,45,54,10
1153,852,5,SOFT,55,66,12
1153,857,1,SOFT,1,22,22
1153,857,2,MEDIUM,23,49,27
1153,857,3,SOFT,50,55,6
1153,857,4,SOFT,56,66,11
1153,859,1,SOFT,1,18,18
1153,859,2,MEDIUM,19,44,26
1153,859,3,SOFT,45,66,22
1153,860,1,SOFT,1,8,8
1153,860,2,MEDIUM,9,35,27
1153,860,3,MEDIUM,36,54,19
1153,860,4,SOFT,55,66,12
1153,861,1,SOFT,1,14,14
1153,861,2,MEDIUM,15,39,25
1153,861,3,SOFT,40,54,15
1153,861,4,SOFT,55,66,12
1153,863,1,SOFT,1,21,21
1153,863,2,MEDIUM,22,49,28
1153,863,3,SOFT,50,54,5
1153,866,1,SOFT,1,19,19
1153,866,2,MEDIUM,20,49,30
1153,866,3,SOFT,50,66,17
1153,872,1,SOFT,1,19,19
1153,872,2,MEDIUM,20,48,29
1153,872,3,SOFT,49,55,7
1153,872,4,SOFT,56,66,11
1154,1,1,MEDIUM,1,15,15
1154,1,2,HARD,16,45,30
1154,1,3,HARD,46,67,22
1154,1,4,HARD,68,68,1
1154,1,5,HARD,69,69,1
1154,1,6,HARD,70,70,1
1154,4,1,MEDIUM,1,15,15
1154,4,2,HARD,16,50,35
1154,4,3,HARD,51,66,16
1154,4,4,HARD,67,67,1
1154,4,5,HARD,68,68,1
1154,4,6,HARD,69,69,1
1154,4,7,HARD,70,70,1
1154,807,1,MEDIUM,1,19,19
1154,807,2,HARD,20,66,47
1154,807,3,HARD,67,67,1
1154,807,4,HARD,68,68,1
1154,807,5,HARD,69,69,1
1154,807,6,HARD,70,70,1
1154,830,1,MEDIUM,1,12,12
1154,830,2,HARD,13,37,25
1154,830,3,HARD,38,67,30
1154,830,4,HARD,68,68,1
1154,830,5,HARD,69,69,1
1154,830,6,HARD,70,70,1
1154,832,1,HARD,1,57,57
1154,832,2,MEDIUM,58,66,9
1154,832,3,MEDIUM,67,67,1
1154,832,4,MEDIUM,68,68,1
1154,832,5,MEDIUM,69,69,1
1154,839,1,HARD,1,57,57
1154,839,2,MEDIUM,58,66,9
1154,839,3,MEDIUM,67,67,1
1154,839,4,MEDIUM,68,68,1
1154,839,5,MEDIUM,69,69,1
1154,840,1,HARD,1,24,24
1154,840,2,HARD,25,51,27
1154,840,3,MEDIUM,52,66,15
1154,840,4,SOFT,67,67,1
1154,840,5,SOFT,68,68,1
1154,840,6,SOFT,69,69,1
1154,842,1,HARD,1,53,53
1154,842,2,MEDIUM,54,66,13
1154,842,3,MEDIUM,67,67,1
1154,842,4,MEDIUM,68,68,1
1154,842,5,MEDIUM,69,69,1
1154,844,1,HARD,1,28,28
1154,844,2,HARD,29,53,25
1154,844,3,MEDIUM,54,67,14
1154,844,4,MEDIUM,68,68,1
1154,844,5,MEDIUM,69,69,1
1154,844,6,MEDIUM,70,70,1
1154,846,1,HARD,1,29,29
1154,846,2,MEDIUM,30,47,18
1154,846,3,HARD,48,67,20
1154,847,1,MEDIUM,1,13,13
1154,847,2,HARD,14,42,29
1154,847,3,HARD,43,67,25
1154,847,4,HARD,68,68,1
1154,847,5,HARD,69,69,1
1154,847,6,HARD,70,70,1
1154,848,1,MEDIUM,1,23,23
1154,848,2,HARD,24,47,24
1154,852,1,HARD,1,56,56
1154,852,2,MEDIUM,57,66,10
1154,852,3,MEDIUM,67,67,1
1154,852,4,MEDIUM,68,68,1
1154,852,5,MEDIUM,69,69,1
1154,857,1,MEDIUM,1,16,16
1154,857,2,HARD,17,45,29
1154,857,3,HARD,46,67,22
1154,857,4,SOFT,68,68,1
1154,857,5,SOFT,69,69,1
1154,857,6,SOFT,70,70,1
1154,859,1,HARD,1,38,38
1154,859,2,MEDIUM,39,54,16
1154,860,1,MEDIUM,1,18,18
1154,860,2,HARD,19,66,48
1154,860,3,SOFT,67,67,1
1154,860,4,SOFT,68,68,1
1154,860,5,SOFT,69,69,1
1154,861,1,MEDIUM,1,14,14
1154,861,2,HARD,15,66,52
1154,861,3,HARD,67,67,1
1154,861,4,HARD,68,68,1
1154,861,5,HARD,69,69,1
1154,863,1,MEDIUM,1,14,14
1154,863,2,HARD,15,38,24
1154,863,3,HARD,39,67,29
1154,863,4,HARD,68,68,1
