raceId,driverId,session,position,bestLapTime,laps
1145,846,FP1,1,0 days 00:01:17.252000,21
1145,832,FP1,2,0 days 00:01:17.401000,25
1145,844,FP1,3,0 days 00:01:17.461000,21
1145,857,FP1,4,0 days 00:01:17.670000,20
1145,830,FP1,5,0 days 00:01:17.696000,21
1145,848,FP1,6,0 days 00:01:17.713000,18
1145,847,FP1,7,0 days 00:01:17.716000,26
1145,4,FP1,8,0 days 00:01:17.736000,23
1145,872,FP1,9,0 days 00:01:17.847000,25
1145,840,FP1,10,0 days 00:01:18.057000,20
1145,852,FP1,11,0 days 00:01:18.061000,23
1145,1,FP1,12,0 days 00:01:18.071000,20
1145,862,FP1,13,0 days 00:01:18.232000,20
1145,863,FP1,14,0 days 00:01:18.390000,25
1145,866,FP1,15,0 days 00:01:18.438000,22
1145,859,FP1,16,0 days 00:01:18.455000,22
1145,842,FP1,17,0 days 00:01:18.505000,23
1145,807,FP1,18,0 days 00:01:18.586000,18
1145,839,FP1,19,0 days 00:01:19.139000,16
1145,860,FP1,20,0 days 00:01:19.312000,12
1145,844,FP2,1,0 days 00:01:16.439000,32
1145,857,FP2,2,0 days 00:01:16.563000,30
1145,846,FP2,3,0 days 00:01:16.580000,30
1145,852,FP2,4,0 days 00:01:16.784000,29
1145,1,FP2,5,0 days 00:01:16.859000,31
1145,872,FP2,6,0 days 00:01:17.019000,30
1145,830,FP2,7,0 days 00:01:17.063000,22
1145,807,FP2,8,0 days 00:01:17.161000,24
1145,840,FP2,9,0 days 00:01:17.279000,28
1145,847,FP2,10,0 days 00:01:17.282000,30
1145,832,FP2,11,0 days 00:01:17.302000,30
1145,848,FP2,12,0 days 00:01:17.302000,28
1145,4,FP2,13,0 days 00:01:17.330000,27
1145,862,FP2,14,0 days 00:01:17.394000,30
1145,842,FP2,15,0 days 00:01:17.493000,30
1145,863,FP2,16,0 days 00:01:17.634000,31
1145,859,FP2,17,0 days 00:01:17.640000,30
1145,866,FP2,18,0 days 00:01:17.847000,29
1145,839,FP2,19,0 days 00:01:18.034000,31
1145,857,FP3,1,0 days 00:01:15.921000,16
1145,847,FP3,2,0 days 00:01:15.960000,17
1145,830,FP3,3,0 days 00:01:16.002000,18
1145,844,FP3,4,0 days 00:01:16.188000,22
1145,863,FP3,5,0 days 00:01:16.206000,20
1145,832,FP3,6,0 days 00:01:16.252000,23
1145,848,FP3,7,0 days 00:01:16.258000,21
1145,1,FP3,8,0 days 00:01:16.378000,21
1145,852,FP3,9,0 days 00:01:16.455000,17
1145,846,FP3,10,0 days 00:01:16.597000,20
1145,866,FP3,11,0 days 00:01:16.707000,18
1145,842,FP3,12,0 days 00:01:16.719000,22
1145,872,FP3,13,0 days 00:01:16.732000,18
1145,840,FP3,14,0 days 00:01:16.948000,22
1145,862,FP3,15,0 days 00:01:16.993000,18
1145,807,FP3,16,0 days 00:01:17.146000,15
1145,4,FP3,17,0 days 00:01:17.270000,22
1145,839,FP3,18,0 days 00:01:17.373000,18
1145,859,FP3,19,0 days 00:01:46.861000,2
1146,846,FP1,1,0 days 00:01:31.504000,23
1146,844,FP1,2,0 days 00:01:31.958000,21
1146,857,FP1,3,0 days 00:01:32.153000,24
1146,1,FP1,4,0 days 00:01:32.195000,22
1146,847,FP1,5,0 days 00:01:32.377000,26
1146,807,FP1,6,0 days 00:01:32.507000,21
1146,848,FP1,7,0 days 00:01:32.687000,24
1146,4,FP1,8,0 days 00:01:32.766000,23
1146,863,FP1,9,0 days 00:01:32.874000,27
1146,852,FP1,10,0 days 00:01:32.934000,23
1146,860,FP1,11,0 days 00:01:32.967000,23
1146,840,FP1,12,0 days 00:01:32.984000,19
1146,839,FP1,13,0 days 00:01:33.056000,23
1146,842,FP1,14,0 days 00:01:33.123000,23
1146,832,FP1,15,0 days 00:01:33.145000,26
1146,830,FP1,16,0 days 00:01:33.284000,24
1146,872,FP1,17,0 days 00:01:33.385000,23
1146,859,FP1,18,0 days 00:01:33.631000,23
1146,866,FP1,19,0 days 00:01:33.822000,24
1146,862,FP1,20,0 days 00:01:33.923000,17
1147,846,FP1,1,0 days 00:01:28.549000,24
1147,847,FP1,2,0 days 00:01:28.712000,29
1147,844,FP1,3,0 days 00:01:28.965000,27
1147,1,FP1,4,0 days 00:01:29.051000,25
1147,830,FP1,5,0 days 00:01:29.065000,23
1147,852,FP1,6,0 days 00:01:29.172000,25
1147,4,FP1,7,0 days 00:01:29.222000,25
1147,872,FP1,8,0 days 00:01:29.225000,28
1147,863,FP1,9,0 days 00:01:29.284000,28
1147,832,FP1,10,0 days 00:01:29.333000,28
1147,848,FP1,11,0 days 00:01:29.392000,25
1147,859,FP1,12,0 days 00:01:29.536000,28
1147,842,FP1,13,0 days 00:01:29.547000,23
1147,857,FP1,14,0 days 00:01:29.708000,25
1147,840,FP1,15,0 days 00:01:29.758000,25
1147,807,FP1,16,0 days 00:01:30.023000,21
1147,860,FP1,17,0 days 00:01:30.077000,17
1147,839,FP1,18,0 days 00:01:30.123000,21
1147,866,FP1,19,0 days 00:01:30.147000,26
1147,857,FP2,1,0 days 00:01:28.114000,13
1147,846,FP2,2,0 days 00:01:28.163000,12
1147,872,FP2,3,0 days 00:01:28.518000,12
1147,1,FP2,4,0 days 00:01:28.544000,13
1147,859,FP2,5,0 days 00:01:28.559000,13
1147,847,FP2,6,0 days 00:01:28.567000,12
1147,844,FP2,7,0 days 00:01:28.586000,14
1147,830,FP2,8,0 days 00:01:28.670000,9
1147,842,FP2,9,0 days 00:01:28.757000,13
1147,832,FP2,10,0 days 00:01:28.832000,9
1147,848,FP2,11,0 days 00:01:29.023000,10
1147,807,FP2,12,0 days 00:01:29.062000,12
1147,866,FP2,13,0 days 00:01:29.335000,12
1147,839,FP2,14,0 days 00:01:29.507000,13
1147,860,FP2,15,0 days 00:01:29.654000,9
1147,863,FP2,16,0 days 00:01:29.733000,12
1147,4,FP2,17,0 days 00:01:29.978000,5
1147,852,FP2,18,0 days 00:01:30.625000,12
1147,840,FP2,19,0 days 00:01:30.845000,12
1147,862,FP2,20,0 days 00:01:31.659000,3
1147,846,FP3,1,0 days 00:01:27.965000,17
1147,857,FP3,2,0 days 00:01:27.991000,17
1147,847,FP3,3,0 days 00:01:28.077000,14
1147,844,FP3,4,0 days 00:01:28.414000,12
1147,830,FP3,5,0 days 00:01:28.497000,20
1147,1,FP3,6,0 days 00:01:28.524000,13
1147,848,FP3,7,0 days 00:01:28.554000,19
1147,842,FP3,8,0 days 00:01:28.603000,15
1147,852,FP3,9,0 days 00:01:28.785000,15
1147,872,FP3,10,0 days 00:01:28.786000,16
1147,832,FP3,11,0 days 00:01:28.846000,22
1147,859,FP3,12,0 days 00:01:29.104000,19
1147,863,FP3,13,0 days 00:01:29.126000,20
1147,862,FP3,14,0 days 00:01:29.767000,15
1147,4,FP3,15,0 days 00:01:29.772000,17
1147,860,FP3,16,0 days 00:01:30.084000,17
1147,866,FP3,17,0 days 00:01:30.134000,13
1147,839,FP3,18,0 days 00:01:30.183000,17
1147,840,FP3,19,0 days 00:01:30.267000,16
1147,807,FP3,20,0 days 00:01:30.621000,16
1148,846,FP1,1,0 days 00:01:33.204000,23
1148,842,FP1,2,0 days 00:01:33.442000,23
1148,1,FP1,3,0 days 00:01:33.800000,23
1148,848,FP1,4,0 days 00:01:33.928000,24
1148,839,FP1,5,0 days 00:01:34.184000,19
1148,807,FP1,6,0 days 00:01:34.262000,24
1148,862,FP1,7,0 days 00:01:34.396000,23
1148,859,FP1,8,0 days 00:01:34.397000,23
1148,852,FP1,9,0 days 00:01:34.484000,23
1148,857,FP1,10,0 days 00:01:34.508000,25
1148,866,FP1,11,0 days 00:01:34.628000,23
1148,872,FP1,12,0 days 00:01:34.667000,22
1148,840,FP1,13,0 days 00:01:35.116000,23
1148,863,FP1,14,0 days 00:01:38.051000,3
1148,857,FP2,1,0 days 00:01:30.505000,29
1148,846,FP2,2,0 days 00:01:30.659000,28
1148,847,FP2,3,0 days 00:01:31.032000,25
1148,844,FP2,4,0 days 00:01:31.045000,27
1148,863,FP2,5,0 days 00:01:31.227000,27
1148,872,FP2,6,0 days 00:01:31.238000,24
1148,830,FP2,7,0 days 00:01:31.330000,27
1148,1,FP2,8,0 days 00:01:31.576000,23
1148,860,FP2,9,0 days 00:01:31.584000,27
1148,832,FP2,10,0 days 00:01:31.623000,28
1148,848,FP2,11,0 days 00:01:31.696000,29
1148,859,FP2,12,0 days 00:01:31.706000,27
1148,866,FP2,13,0 days 00:01:31.772000,25
1148,862,FP2,14,0 days 00:01:31.788000,27
1148,4,FP2,15,0 days 00:01:31.825000,19
1148,839,FP2,16,0 days 00:01:31.870000,27
1148,842,FP2,17,0 days 00:01:31.947000,27
1148,852,FP2,18,0 days 00:01:32.024000,25
1148,840,FP2,19,0 days 00:01:32.382000,27
1148,807,FP2,20,0 days 00:01:32.496000,24
1148,857,FP3,1,0 days 00:01:31.646000,13
1148,846,FP3,2,0 days 00:01:32.314000,18
1148,844,FP3,3,0 days 00:01:32.480000,19
1148,847,FP3,4,0 days 00:01:32.827000,13
1148,863,FP3,5,0 days 00:01:32.916000,12
1148,842,FP3,6,0 days 00:01:32.974000,18
1148,872,FP3,7,0 days 00:01:33.023000,15
1148,830,FP3,8,0 days 00:01:33.027000,13
1148,832,FP3,9,0 days 00:01:33.092000,15
1148,1,FP3,10,0 days 00:01:33.111000,18
1148,839,FP3,11,0 days 00:01:33.240000,17
1148,862,FP3,12,0 days 00:01:33.347000,18
1148,859,FP3,13,0 days 00:01:33.370000,14
1148,4,FP3,14,0 days 00:01:33.548000,18
1148,848,FP3,15,0 days 00:01:33.753000,16
1148,860,FP3,16,0 days 00:01:34.335000,18
1148,840,FP3,17,0 days 00:01:34.363000,16
1148,866,FP3,18,0 days 00:01:34.518000,16
1148,807,FP3,19,0 days 00:01:34.636000,6
1148,852,FP3,20,0 days 00:01:34.965000,15
1149,842,FP1,1,0 days 00:01:29.239000,25
1149,846,FP1,2,0 days 00:01:29.246000,25
1149,844,FP1,3,0 days 00:01:29.309000,28
1149,857,FP1,4,0 days 00:01:29.341000,25
1149,848,FP1,5,0 days 00:01:29.606000,23
1149,847,FP1,6,0 days 00:01:29.618000,21
1149,832,FP1,7,0 days 00:01:29.779000,26
1149,1,FP1,8,0 days 00:01:29.815000,27
1149,830,FP1,9,0 days 00:01:29.818000,26
1149,852,FP1,10,0 days 00:01:29.821000,26
1149,859,FP1,11,0 days 00:01:29.907000,19
1149,807,FP1,12,0 days 00:01:29.916000,25
1149,863,FP1,13,0 days 00:01:29.934000,24
1149,4,FP1,14,0 days 00:01:29.976000,24
1149,872,FP1,15,0 days 00:01:30.011000,15
1149,862,FP1,16,0 days 00:01:30.183000,25
1149,840,FP1,17,0 days 00:01:30.583000,23
1149,860,FP1,18,0 days 00:01:30.595000,21
1149,839,FP1,19,0 days 00:01:31.029000,21
1149,866,FP1,20,0 days 00:01:31.038000,23
1149,846,FP2,1,0 days 00:01:28.267000,21
1149,857,FP2,2,0 days 00:01:28.430000,22
1149,830,FP2,3,0 days 00:01:28.547000,23
1149,844,FP2,4,0 days 00:01:28.749000,22
1149,832,FP2,5,0 days 00:01:28.942000,24
1149,852,FP2,6,0 days 00:01:28.963000,19
1149,847,FP2,7,0 days 00:01:28.973000,21
1149,842,FP2,8,0 days 00:01:29.106000,22
1149,807,FP2,9,0 days 00:01:29.193000,21
1149,848,FP2,10,0 days 00:01:29.220000,23
1149,863,FP2,11,0 days 00:01:29.242000,16
1149,872,FP2,12,0 days 00:01:29.306000,17
1149,1,FP2,13,0 days 00:01:29.371000,23
1149,859,FP2,14,0 days 00:01:29.488000,22
1149,4,FP2,15,0 days 00:01:29.662000,18
1149,860,FP2,16,0 days 00:01:29.754000,19
1149,862,FP2,17,0 days 00:01:29.912000,21
1149,840,FP2,18,0 days 00:01:30.007000,18
1149,839,FP2,19,0 days 00:01:30.019000,22
1149,846,FP3,1,0 days 00:01:27.489000,18
1149,857,FP3,2,0 days 00:01:27.513000,19
1149,847,FP3,3,0 days 00:01:28.116000,17
1149,830,FP3,4,0 days 00:01:28.334000,14
1149,844,FP3,5,0 days 00:01:28.372000,21
1149,848,FP3,6,0 days 00:01:28.389000,16
1149,832,FP3,7,0 days 00:01:28.570000,15
1149,842,FP3,8,0 days 00:01:28.625000,16
1149,852,FP3,9,0 days 00:01:28.670000,14
1149,863,FP3,10,0 days 00:01:28.679000,18
1149,872,FP3,11,0 days 00:01:28.769000,17
1149,1,FP3,12,0 days 00:01:28.780000,20
1149,859,FP3,13,0 days 00:01:28.861000,18
1149,4,FP3,14,0 days 00:01:28.888000,19
1149,862,FP3,15,0 days 00:01:28.898000,21
1149,860,FP3,16,0 days 00:01:28.989000,15
1149,807,FP3,17,0 days 00:01:29.220000,16
1149,839,FP3,18,0 days 00:01:29.336000,20
1149,866,FP3,19,0 days 00:01:29.410000,24
1149,840,FP3,20,0 days 00:01:29.478000,19
1150,857,FP1,1,0 days 00:01:27.128000,22
1150,844,FP1,2,0 days 00:01:27.484000,22
1150,830,FP1,3,0 days 00:01:27.558000,20
1150,832,FP1,4,0 days 00:01:27.678000,23
1150,848,FP1,5,0 days 00:01:27.955000,24
1150,872,FP1,6,0 days 00:01:27.968000,23
1150,847,FP1,7,0 days 00:01:28.058000,26
1150,852,FP1,8,0 days 00:01:28.155000,20
1150,863,FP1,9,0 days 00:01:28.227000,28
1150,4,FP1,10,0 days 00:01:28.243000,23
1150,859,FP1,11,0 days 00:01:28.374000,21
1150,846,FP1,12,0 days 00:01:28.391000,21
1150,1,FP1,13,0 days 00:01:28.556000,20
1150,807,FP1,14,0 days 00:01:28.573000,13
1150,866,FP1,15,0 days 00:01:28.771000,18
1150,860,FP1,16,0 days 00:01:28.996000,22
1150,842,FP1,17,0 days 00:01:29.084000,21
1150,839,FP1,18,0 days 00:01:29.179000,19
1150,862,FP1,19,0 days 00:01:29.357000,22
1150,840,FP1,20,0 days 00:01:29.362000,21
1151,857,FP1,1,0 days 00:01:16.545000,23
1151,846,FP1,2,0 days 00:01:16.577000,23
1151,832,FP1,3,0 days 00:01:16.597000,19
1151,847,FP1,4,0 days 00:01:16.599000,26
1151,1,FP1,5,0 days 00:01:16.641000,22
1151,842,FP1,6,0 days 00:01:16.696000,21
1151,830,FP1,7,0 days 00:01:16.905000,15
1151,848,FP1,8,0 days 00:01:16.922000,21
1151,866,FP1,9,0 days 00:01:16.925000,22
1151,807,FP1,10,0 days 00:01:16.998000,23
1151,840,FP1,11,0 days 00:01:17.032000,22
1151,844,FP1,12,0 days 00:01:17.077000,23
1151,863,FP1,13,0 days 00:01:17.094000,22
1151,4,FP1,14,0 days 00:01:17.121000,21
1151,859,FP1,15,0 days 00:01:17.286000,22
1151,852,FP1,16,0 days 00:01:17.356000,17
1151,861,FP1,17,0 days 00:01:17.373000,21
1151,860,FP1,18,0 days 00:01:17.446000,20
1151,872,FP1,19,0 days 00:01:17.641000,19
1151,839,FP1,20,0 days 00:01:17.662000,19
1151,857,FP2,1,0 days 00:01:15.293000,28
1151,846,FP2,2,0 days 00:01:15.318000,25
1151,842,FP2,3,0 days 00:01:15.569000,29
1151,847,FP2,4,0 days 00:01:15.693000,23
1151,830,FP2,5,0 days 00:01:15.735000,26
1151,844,FP2,6,0 days 00:01:15.768000,28
1151,872,FP2,7,0 days 00:01:15.792000,22
1151,852,FP2,8,0 days 00:01:15.827000,29
1151,848,FP2,9,0 days 00:01:15.916000,29
1151,832,FP2,10,0 days 00:01:15.934000,29
1151,1,FP2,11,0 days 00:01:15.943000,26
1151,860,FP2,12,0 days 00:01:16.009000,26
1151,861,FP2,13,0 days 00:01:16.044000,29
1151,4,FP2,14,0 days 00:01:16.220000,21
1151,859,FP2,15,0 days 00:01:16.255000,22
1151,866,FP2,16,0 days 00:01:16.339000,27
1151,840,FP2,17,0 days 00:01:16.341000,23
1151,863,FP2,18,0 days 00:01:16.406000,27
1151,807,FP2,19,0 days 00:01:16.419000,26
1151,839,FP2,20,0 days 00:01:16.420000,24
1151,846,FP3,1,0 days 00:01:14.897000,19
1151,857,FP3,2,0 days 00:01:14.997000,19
1151,830,FP3,3,0 days 00:01:15.078000,17
1151,863,FP3,4,0 days 00:01:15.399000,15
1151,844,FP3,5,0 days 00:01:15.451000,26
1151,832,FP3,6,0 days 00:01:15.457000,21
1151,872,FP3,7,0 days 00:01:15.508000,20
1151,847,FP3,8,0 days 00:01:15.662000,14
1151,848,FP3,9,0 days 00:01:15.732000,20
1151,1,FP3,10,0 days 00:01:15.787000,25
1151,4,FP3,11,0 days 00:01:15.819000,18
1151,860,FP3,12,0 days 00:01:15.944000,14
1151,840,FP3,13,0 days 00:01:15.975000,22
1151,859,FP3,14,0 days 00:01:15.977000,21
1151,842,FP3,15,0 days 00:01:15.990000,14
1151,866,FP3,16,0 days 00:01:16.046000,17
1151,852,FP3,17,0 days 00:01:16.110000,14
1151,861,FP3,18,0 days 00:01:16.210000,14
1151,807,FP3,19,0 days 00:01:16.238000,16
1151,839,FP3,20,0 days 00:01:16.387000,15
1152,844,FP1,1,0 days 00:01:11.964000,33
1152,830,FP1,2,0 days 00:01:12.127000,30
1152,846,FP1,3,0 days 00:01:12.290000,32
1152,848,FP1,4,0 days 00:01:12.314000,33
1152,857,FP1,5,0 days 00:01:12.342000,28
1152,847,FP1,6,0 days 00:01:12.482000,33
1152,832,FP1,7,0 days 00:01:12.534000,36
1152,842,FP1,8,0 days 00:01:12.669000,29
1152,1,FP1,9,0 days 00:01:12.690000,30
1152,4,FP1,10,0 days 00:01:12.727000,28
1152,863,FP1,11,0 days 00:01:12.765000,34
1152,807,FP1,12,0 days 00:01:12.979000,30
1152,872,FP1,13,0 days 00:01:13.187000,35
1152,852,FP1,14,0 days 00:01:13.232000,32
1152,860,FP1,15,0 days 00:01:13.329000,34
1152,839,FP1,16,0 days 00:01:13.394000,31
1152,859,FP1,17,0 days 00:01:13.429000,37
1152,866,FP1,18,0 days 00:01:13.470000,29
1152,861,FP1,19,0 days 00:01:13.820000,32
1152,840,FP1,20,0 days 00:01:15.635000,4
1152,844,FP2,1,0 days 00:01:11.355000,32
1152,857,FP2,2,0 days 00:01:11.393000,28
1152,1,FP2,3,0 days 00:01:11.460000,30
1152,846,FP2,4,0 days 00:01:11.677000,32
1152,859,FP2,5,0 days 00:01:11.823000,32
1152,872,FP2,6,0 days 00:01:11.842000,17
1152,4,FP2,7,0 days 00:01:11.890000,30
1152,848,FP2,8,0 days 00:01:11.918000,34
1152,863,FP2,9,0 days 00:01:12.002000,32
1152,830,FP2,10,0 days 00:01:12.068000,29
1152,852,FP2,11,0 days 00:01:12.072000,30
1152,847,FP2,12,0 days 00:01:12.092000,32
1152,832,FP2,13,0 days 00:01:12.151000,32
1152,866,FP2,14,0 days 00:01:12.234000,29
1152,860,FP2,15,0 days 00:01:12.259000,33
1152,807,FP2,16,0 days 00:01:12.262000,32
1152,842,FP2,17,0 days 00:01:12.404000,34
1152,840,FP2,18,0 days 00:01:12.512000,30
1152,839,FP2,19,0 days 00:01:12.541000,33
1152,861,FP2,20,0 days 00:01:13.415000,31
1152,844,FP3,1,0 days 00:01:10.953000,25
1152,830,FP3,2,0 days 00:01:11.233000,22
1152,846,FP3,3,0 days 00:01:11.247000,23
1152,857,FP3,4,0 days 00:01:11.398000,21
1152,1,FP3,5,0 days 00:01:11.516000,25
1152,848,FP3,6,0 days 00:01:11.668000,24
1152,859,FP3,7,0 days 00:01:11.814000,32
1152,832,FP3,8,0 days 00:01:11.893000,23
1152,852,FP3,9,0 days 00:01:11.952000,21
1152,863,FP3,10,0 days 00:01:12.013000,23
1152,847,FP3,11,0 days 00:01:12.066000,22
1152,4,FP3,12,0 days 00:01:12.101000,21
1152,807,FP3,13,0 days 00:01:12.125000,25
1152,842,FP3,14,0 days 00:01:12.194000,20
1152,840,FP3,15,0 days 00:01:12.202000,24
1152,860,FP3,16,0 days 00:01:12.251000,19
1152,872,FP3,17,0 days 00:01:12.271000,30
1152,839,FP3,18,0 days 00:01:12.499000,25
1152,866,FP3,19,0 days 00:01:12.601000,28
1152,861,FP3,20,0 days 00:01:12.851000,32
1153,846,FP1,1,0 days 00:01:13.718000,29
1153,830,FP1,2,0 days 00:01:14.085000,18
1153,1,FP1,3,0 days 00:01:14.096000,29
1153,844,FP1,4,0 days 00:01:14.238000,31
1153,857,FP1,5,0 days 00:01:14.294000,28
1153,859,FP1,6,0 days 00:01:14.339000,28
1153,860,FP1,7,0 days 00:01:14.597000,26
1153,872,FP1,8,0 days 00:01:14.605000,26
1153,852,FP1,9,0 days 00:01:14.643000,27
1153,842,FP1,10,0 days 00:01:14.746000,28
1153,847,FP1,11,0 days 00:01:14.751000,32
1153,840,FP1,12,0 days 00:01:14.786000,24
1153,4,FP1,13,0 days 00:01:14.798000,20
1153,807,FP1,14,0 days 00:01:14.865000,21
1153,832,FP1,15,0 days 00:01:14.935000,26
1153,866,FP1,16,0 days 00:01:15.155000,23
1153,863,FP1,17,0 days 00:01:15.369000,31
1153,861,FP1,18,0 days 00:01:15.530000,19
1153,857,FP2,1,0 days 00:01:12.760000,28
1153,847,FP2,2,0 days 00:01:13.046000,32
1153,830,FP2,3,0 days 00:01:13.070000,30
1153,846,FP2,4,0 days 00:01:13.070000,31
1153,844,FP2,5,0 days 00:01:13.260000,32
1153,863,FP2,6,0 days 00:01:13.298000,31
1153,4,FP2,7,0 days 00:01:13.301000,28
1153,842,FP2,8,0 days 00:01:13.385000,30
1153,872,FP2,9,0 days 00:01:13.400000,29
1153,859,FP2,10,0 days 00:01:13.494000,29
1153,1,FP2,11,0 days 00:01:13.533000,29
1153,807,FP2,12,0 days 00:01:13.592000,30
1153,852,FP2,13,0 days 00:01:13.683000,31
1153,832,FP2,14,0 days 00:01:13.721000,34
1153,840,FP2,15,0 days 00:01:13.839000,17
1153,848,FP2,16,0 days 00:01:13.839000,32
1153,866,FP2,17,0 days 00:01:13.959000,27
1153,839,FP2,18,0 days 00:01:14.005000,30
1153,860,FP2,19,0 days 00:01:14.126000,20
1153,861,FP2,20,0 days 00:01:14.303000,31
1153,857,FP3,1,0 days 00:01:12.387000,15
1153,846,FP3,2,0 days 00:01:12.913000,17
1153,844,FP3,3,0 days 00:01:13.130000,18
1153,847,FP3,4,0 days 00:01:13.139000,19
1153,830,FP3,5,0 days 00:01:13.375000,15
1153,872,FP3,6,0 days 00:01:13.382000,18
1153,863,FP3,7,0 days 00:01:13.405000,12
1153,4,FP3,8,0 days 00:01:13.414000,16
1153,1,FP3,9,0 days 00:01:13.527000,18
1153,859,FP3,10,0 days 00:01:13.637000,19
1153,866,FP3,11,0 days 00:01:13.722000,14
1153,807,FP3,12,0 days 00:01:13.733000,17
1153,832,FP3,13,0 days 00:01:13.758000,16
1153,852,FP3,14,0 days 00:01:13.892000,12
1153,840,FP3,15,0 days 00:01:13.904000,19
1153,842,FP3,16,0 days 00:01:13.954000,19
1153,861,FP3,17,0 days 00:01:14.085000,18
1153,839,FP3,18,0 days 00:01:14.138000,12
1153,848,FP3,19,0 days 00:01:14.289000,6
1153,860,FP3,20,0 days 00:01:14.460000,12
1154,830,FP1,1,0 days 00:01:13.193000,28
1154,848,FP1,2,0 days 00:01:13.232000,28
1154,832,FP1,3,0 days 00:01:13.275000,31
1154,847,FP1,4,0 days 00:01:13.535000,29
1154,1,FP1,5,0 days 00:01:13.620000,30
1154,872,FP1,6,0 days 00:01:13.631000,31
1154,846,FP1,7,0 days 00:01:13.651000,30
1154,859,FP1,8,0 days 00:01:13.737000,30
1154,842,FP1,9,0 days 00:01:13.817000,29
1154,844,FP1,10,0 days 00:01:13.885000,9
1154,852,FP1,11,0 days 00:01:13.927000,27
1154,4,FP1,12,0 days 00:01:13.972000,25
1154,863,FP1,13,0 days 00:01:14.002000,30
1154,857,FP1,14,0 days 00:01:14.198000,28
1154,840,FP1,15,0 days 00:01:14.203000,25
1154,866,FP1,16,0 days 00:01:14.324000,30
1154,860,FP1,17,0 days 00:01:14.520000,30
1154,839,FP1,18,0 days 00:01:14.605000,23
1154,861,FP1,19,0 days 00:01:14.645000,29
1154,807,FP1,20,0 days 00:01:14.821000,28
1154,847,FP2,1,0 days 00:01:12.123000,33
1154,846,FP2,2,0 days 00:01:12.151000,32
1154,863,FP2,3,0 days 00:01:12.411000,33
1154,848,FP2,4,0 days 00:01:12.445000,36
1154,4,FP2,5,0 days 00:01:12.458000,31
1154,857,FP2,6,0 days 00:01:12.562000,32
1154,832,FP2,7,0 days 00:01:12.631000,37
1154,1,FP2,8,0 days 00:01:12.653000,34
1154,830,FP2,9,0 days 00:01:12.666000,31
1154,859,FP2,10,0 days 00:01:12.751000,30
1154,872,FP2,11,0 days 00:01:12.799000,31
1154,842,FP2,12,0 days 00:01:12.874000,34
1154,866,FP2,13,0 days 00:01:12.896000,32
1154,807,FP2,14,0 days 00:01:12.914000,33
1154,852,FP2,15,0 days 00:01:12.939000,35
1154,860,FP2,16,0 days 00:01:13.080000,36
1154,839,FP2,17,0 days 00:01:13.175000,33
1154,861,FP2,18,0 days 00:01:13.898000,33
1154,840,FP2,19,0 days 00:01:49.253000,2
1154,846,FP3,1,0 days 00:01:11.799000,24
1154,844,FP3,2,0 days 00:01:11.877000,29
1154,847,FP3,3,0 days 00:01:11.950000,20
1154,1,FP3,4,0 days 00:01:12.050000,26
1154,830,FP3,5,0 days 00:01:12.072000,20
1154,4,FP3,6,0 days 00:01:12.247000,21
1154,863,FP3,7,0 days 00:01:12.348000,21
1154,832,FP3,8,0 days 00:01:12.519000,22
1154,857,FP3,9,0 days 00:01:12.519000,18
1154,848,FP3,10,0 days 00:01:12.573000,22
1154,872,FP3,11,0 days 00:01:12.651000,22
1154,842,FP3,12,0 days 00:01:12.684000,27
1154,859,FP3,13,0 days 00:01:12.791000,27
1154,840,FP3,14,0 days 00:01:12.794000,28
1154,860,FP3,15,0 days 00:01:12.825000,27
1154,839,FP3,16,0 days 00:01:12.827000,22
1154,861,FP3,17,0 days 00:01:13.060000,27
1154,807,FP3,18,0 days 00:01:13.072000,19
1154,866,FP3,19,0 days 00:01:13.172000,22
1154,852,FP3,20,0 days 00:01:13.573000,14
1155,847,FP1,1,0 days 00:01:05.542000,34
1155,830,FP1,2,0 days 00:01:05.607000,30
1155,857,FP1,3,0 days 00:01:05.697000,33
1155,842,FP1,4,0 days 00:01:05.780000,34
1155,866,FP1,5,0 days 00:01:05.874000,35
1155,848,FP1,6,0 days 00:01:05.946000,35
1155,832,FP1,7,0 days 00:01:06.017000,33
1155,1,FP1,8,0 days 00:01:06.099000,20
1155,872,FP1,9,0 days 00:01:06.110000,33
1155,863,FP1,10,0 days 00:01:06.130000,35
1155,807,FP1,11,0 days 00:01:06.140000,32
1155,840,FP1,12,0 days 00:01:06.160000,32
1155,4,FP1,13,0 days 00:01:06.170000,32
1155,859,FP1,14,0 days 00:01:06.189000,34
1155,861,FP1,15,0 days 00:01:06.246000,34
1155,852,FP1,16,0 days 00:01:06.262000,30
1155,839,FP1,17,0 days 00:01:06.510000,32
1155,860,FP1,18,0 days 00:01:06.738000,30
1155,846,FP2,1,0 days 00:01:04.580000,35
1155,857,FP2,2,0 days 00:01:04.737000,35
1155,830,FP2,3,0 days 00:01:04.898000,24
1155,840,FP2,4,0 days 00:01:05.022000,32
1155,844,FP2,5,0 days 00:01:05.190000,32
1155,847,FP2,6,0 days 00:01:05.229000,34
1155,852,FP2,7,0 days 00:01:05.292000,31
1155,866,FP2,8,0 days 00:01:05.411000,31
1155,4,FP2,9,0 days 00:01:05.457000,31
1155,1,FP2,10,0 days 00:01:05.511000,34
1155,863,FP2,11,0 days 00:01:05.537000,35
1155,859,FP2,12,0 days 00:01:05.543000,31
